2020-10-07,NA,6895800,DISCHARGEED TUBE,NSN,DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-07,NA,6895800,DISCHARGEED TUBE,SL5036,DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-08,NA,6895005,PLATE,VARIOUS(3),DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-08,NA,23007202,BEARING,VARIOUS(6),DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-16,111396,23031922,GEARSHAFT,KU504651,DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-19,NA,MISC SCRAP,MISC SCRAP,NA,DD,"QUARANTINE, SCRAP UNSERVISABLE,LOT 38,CAE-833766,CAC-36104",WPG MRO
2020-10-20,111391,23031922,SPUR GEARSHAFT,UF23425,DD,"QUARANTINE, SCRAP UNSERVISABLE",WPG MRO
2020-10-27,NA,6871259,TIE BOLT,KU5022346,DD,"QUARANTINE, SCRAP UNSERVISABLE,PITTING ON JOURNALS",WPG MRO
2020-10-27,NA,6871259,TIE BOLT,4619434,DD,"QUARANTINE, SCRAP UNSERVISABLE,PITTING ON JOURNALS",WPG MRO
2020-10-29,111400,6871259,TIE BOLT,14513,DD,"QUARANTINE, CORROSION PITTING ON DIA",WPG MRO
2020-10-29,111562,6824977,IDLER GEAR,CAI11121,DD,"QUARANTINE, SPALLING ON GEAR TEETH",WPG MRO
2020-10-29,111563,6824977,IDLER GEAR,CAI11122,DD,"QUARANTINE, SPALLING ON GEAR TEETH",WPG MRO
2020-11-03,NA,23054634,EXHAUST COLLECTOR,39337,DD,"QUARANTINE, SCRAPPED FROM LOT 35,CAE-295139,CAT-15537",WPG MRO
2020-11-03,NA,MISC SCRAP,MISC SCRAP PARTS,NA,DD,"QUARANTINE, SCRAPPED FROM LOT 35,CAE-295139,CAT-15537",WPG MRO
2020-11-09,NA,MISC SCRAP,MISC SCAP PARTS,NA,DD,"QUARANTINE, SCRAPPED FROM LOT 35,CAE-295139,CAG-15158",WPG MRO
2020-11-12,NA,MISC SCRAP,MISC SCRAP PARTS,NA,DD,"QUARANTINE, SCRAPPED FROM LOT 37, CAE-834995, CAG-38657",WPG MRO
2020-11-12,NA,MISC SCRAP,MISC SCRAP PARTS,NA,DD,"QUARANTINE, SCRAPPED FROM LOT 38, CAE-833766, CAG-42211",WPG MRO
2020-11-13,NA,6892826,DRAIN FITTING,NSN,DD,"QUARANTINE, UNSERVICABLE PART",WPG MRO
2020-11-18,111551,6879879,EXHAUST COLLECTOR,31009,DD,"QUARANTINE, UNSERVICABLE PART,AFT PILOT WALL THICKNESS TO LOW",WPG MRO
2020-11-18,111576,6898981,IDLER GEAR,582-46,DD,"QUARANTINE,UNSERVICABLE PART LARGE CRACK ON SHOULDER",WPG MRO
2020-11-18,NA,MISC SCRAP,MISC SCAP PARTS,NA,DD,"QUARANTINE, SCRAPPED FROM LOT 36, CAE-295122, CAG-15340",WPG MRO
